,header,Length,%GC
0,>lcl|CP031558.1_cds_1,3872,0.18
1233,>lcl|CP031558.1_cds_AYJ08887.1_1234,468,0.42
1234,>lcl|CP031558.1_cds_AYJ08888.1_1235,393,0.42
1235,>lcl|CP031558.1_cds_AYJ08889.1_1236,8673,0.42
1236,>lcl|CP031558.1_cds_1237,193,0.42
1237,>lcl|CP031558.1_cds_AYJ08890.1_1238,378,0.42
1238,>lcl|CP031558.1_cds_AYJ08891.1_1239,495,0.42
1239,>lcl|CP031558.1_cds_AYJ08892.1_1240,705,0.42
1240,>lcl|CP031558.1_cds_AYJ08893.1_1241,426,0.42
1241,>lcl|CP031558.1_cds_AYJ08894.1_1242,531,0.42
1242,>lcl|CP031558.1_cds_AYJ08895.1_1243,180,0.42
1243,>lcl|CP031558.1_cds_AYJ08896.1_1244,159,0.42
1244,>lcl|CP031558.1_cds_AYJ08897.1_1245,1200,0.42
1245,>lcl|CP031558.1_cds_AYJ08898.1_1246,1737,0.42
1246,>lcl|CP031558.1_cds_AYJ08899.1_1247,669,0.42
1247,>lcl|CP031558.1_cds_AYJ08900.1_1248,990,0.42
1248,>lcl|CP031558.1_cds_1249,72,0.42
1249,>lcl|CP031558.1_cds_AYJ08901.1_1250,516,0.42
1250,>lcl|CP031558.1_cds_AYJ08902.1_1251,318,0.42
1251,>lcl|CP031558.1_cds_AYJ08903.1_1252,2067,0.42
1252,>lcl|CP031558.1_cds_AYJ08904.1_1253,723,0.42
1253,>lcl|CP031558.1_cds_AYJ08905.1_1254,2262,0.42
1254,>lcl|CP031558.1_cds_AYJ08906.1_1255,480,0.42
1255,>lcl|CP031558.1_cds_AYJ08907.1_1256,1275,0.42
1256,>lcl|CP031558.1_cds_AYJ08908.1_1257,192,0.42
1257,>lcl|CP031558.1_cds_AYJ08909.1_1258,687,0.42
1258,>lcl|CP031558.1_cds_AYJ08910.1_1259,705,0.42
1259,>lcl|CP031558.1_cds_1260,2846,0.42
1260,>lcl|CP031558.1_cds_AYJ08911.1_1261,333,0.42
1261,>lcl|CP031558.1_cds_AYJ08912.1_1262,681,0.42
1262,>lcl|CP031558.1_cds_AYJ08913.1_1263,393,0.42
1263,>lcl|CP031558.1_cds_AYJ08914.1_1264,1059,0.42
1264,>lcl|CP031558.1_cds_AYJ08915.1_1265,291,0.42
1265,>lcl|CP031558.1_cds_AYJ08916.1_1266,468,0.42
1266,>lcl|CP031558.1_cds_AYJ08917.1_1267,1218,0.42
1267,>lcl|CP031558.1_cds_AYJ08918.1_1268,543,0.42
1268,>lcl|CP031558.1_cds_AYJ08919.1_1269,657,0.42
1269,>lcl|CP031558.1_cds_AYJ08920.1_1270,1143,0.42
1270,>lcl|CP031558.1_cds_AYJ08921.1_1271,462,0.42
1271,>lcl|CP031558.1_cds_AYJ08922.1_1272,897,0.42
1272,>lcl|CP031558.1_cds_AYJ08923.1_1273,1248,0.42
1273,>lcl|CP031558.1_cds_AYJ08924.1_1274,552,0.42
1274,>lcl|CP031558.1_cds_AYJ08925.1_1275,1128,0.42
1275,>lcl|CP031558.1_cds_1276,1003,0.42
1276,>lcl|CP031558.1_cds_AYJ08926.1_1277,255,0.42
1277,>lcl|CP031558.1_cds_AYJ08927.1_1278,477,0.42
1278,>lcl|CP031558.1_cds_AYJ08928.1_1279,573,0.42
1279,>lcl|CP031558.1_cds_AYJ08929.1_1280,2544,0.42
1280,>lcl|CP031558.1_cds_AYJ08930.1_1281,231,0.42
1281,>lcl|CP031558.1_cds_AYJ08931.1_1282,255,0.42
1282,>lcl|CP031558.1_cds_AYJ08932.1_1283,2232,0.42
1283,>lcl|CP031558.1_cds_AYJ08933.1_1284,258,0.42
1284,>lcl|CP031558.1_cds_AYJ08934.1_1285,546,0.42
1285,>lcl|CP031558.1_cds_AYJ08935.1_1286,429,0.42
1286,>lcl|CP031558.1_cds_AYJ08936.1_1287,1023,0.42
1287,>lcl|CP031558.1_cds_AYJ08937.1_1288,1935,0.42
1288,>lcl|CP031558.1_cds_AYJ08938.1_1289,792,0.42
1289,>lcl|CP031558.1_cds_AYJ08939.1_1290,615,0.42
1290,>lcl|CP031558.1_cds_AYJ08940.1_1291,1047,0.42
1291,>lcl|CP031558.1_cds_AYJ08941.1_1292,1779,0.42
1292,>lcl|CP031558.1_cds_AYJ08942.1_1293,981,0.42
1293,>lcl|CP031558.1_cds_AYJ08943.1_1294,723,0.42
1294,>lcl|CP031558.1_cds_1295,614,0.42
1295,>lcl|CP031558.1_cds_AYJ08944.1_1296,558,0.42
1296,>lcl|CP031558.1_cds_AYJ08945.1_1297,606,0.42
1297,>lcl|CP031558.1_cds_AYJ08946.1_1298,465,0.42
1298,>lcl|CP031558.1_cds_AYJ08947.1_1299,690,0.42
1299,>lcl|CP031558.1_cds_AYJ08948.1_1300,402,0.42
1300,>lcl|CP031558.1_cds_AYJ08949.1_1301,480,0.43
1301,>lcl|CP031558.1_cds_AYJ08950.1_1302,801,0.43
1302,>lcl|CP031558.1_cds_AYJ08951.1_1303,1230,0.43
1303,>lcl|CP031558.1_cds_AYJ08952.1_1304,231,0.43
1304,>lcl|CP031558.1_cds_AYJ08953.1_1305,987,0.43
1305,>lcl|CP031558.1_cds_AYJ08954.1_1306,2535,0.43
1306,>lcl|CP031558.1_cds_AYJ08955.1_1307,990,0.43
1307,>lcl|CP031558.1_cds_AYJ08956.1_1308,663,0.43
1308,>lcl|CP031558.1_cds_AYJ08957.1_1309,549,0.43
1309,>lcl|CP031558.1_cds_AYJ08958.1_1310,303,0.43
1310,>lcl|CP031558.1_cds_AYJ08959.1_1311,1839,0.43
1311,>lcl|CP031558.1_cds_AYJ08960.1_1312,1539,0.43
1312,>lcl|CP031558.1_cds_AYJ08961.1_1313,1473,0.43
1313,>lcl|CP031558.1_cds_AYJ08962.1_1314,2412,0.43
1314,>lcl|CP031558.1_cds_AYJ08963.1_1315,1377,0.43
1315,>lcl|CP031558.1_cds_1316,377,0.43
1316,>lcl|CP031558.1_cds_AYJ08964.1_1317,789,0.43
1317,>lcl|CP031558.1_cds_AYJ08965.1_1318,1182,0.43
1318,>lcl|CP031558.1_cds_AYJ08966.1_1319,1359,0.43
1319,>lcl|CP031558.1_cds_AYJ08967.1_1320,1008,0.43
1320,>lcl|CP031558.1_cds_AYJ08968.1_1321,585,0.43
1321,>lcl|CP031558.1_cds_AYJ08969.1_1322,1503,0.43
1322,>lcl|CP031558.1_cds_AYJ08970.1_1323,129,0.43
1323,>lcl|CP031558.1_cds_AYJ08971.1_1324,1059,0.43
1324,>lcl|CP031558.1_cds_AYJ08972.1_1325,738,0.43
1325,>lcl|CP031558.1_cds_AYJ08973.1_1326,549,0.43
1326,>lcl|CP031558.1_cds_AYJ08974.1_1327,657,0.43
1327,>lcl|CP031558.1_cds_AYJ08975.1_1328,663,0.43
1328,>lcl|CP031558.1_cds_AYJ08976.1_1329,615,0.43
1329,>lcl|CP031558.1_cds_AYJ08977.1_1330,351,0.43
1330,>lcl|CP031558.1_cds_AYJ08978.1_1331,1035,0.43
1331,>lcl|CP031558.1_cds_AYJ08979.1_1332,627,0.43
1332,>lcl|CP031558.1_cds_AYJ08980.1_1333,396,0.43
1333,>lcl|CP031558.1_cds_AYJ08981.1_1334,363,0.43
1334,>lcl|CP031558.1_cds_AYJ08982.1_1335,114,0.43
1335,>lcl|CP031558.1_cds_AYJ08983.1_1336,219,0.43
1336,>lcl|CP031558.1_cds_AYJ08984.1_1337,762,0.43
1337,>lcl|CP031558.1_cds_AYJ08985.1_1338,1263,0.43
1338,>lcl|CP031558.1_cds_AYJ08986.1_1339,402,0.43
1339,>lcl|CP031558.1_cds_AYJ08987.1_1340,444,0.43
1340,>lcl|CP031558.1_cds_AYJ08988.1_1341,357,0.43
1341,>lcl|CP031558.1_cds_AYJ08989.1_1342,537,0.43
1342,>lcl|CP031558.1_cds_AYJ08990.1_1343,396,0.43
1343,>lcl|CP031558.1_cds_AYJ08991.1_1344,186,0.43
1344,>lcl|CP031558.1_cds_AYJ08992.1_1345,546,0.43
1345,>lcl|CP031558.1_cds_AYJ08993.1_1346,222,0.43
1346,>lcl|CP031558.1_cds_AYJ08994.1_1347,369,0.43
1347,>lcl|CP031558.1_cds_AYJ08995.1_1348,261,0.43
1348,>lcl|CP031558.1_cds_AYJ08996.1_1349,201,0.43
1349,>lcl|CP031558.1_cds_AYJ08997.1_1350,426,0.43
1350,>lcl|CP031558.1_cds_AYJ08998.1_1351,705,0.43
1351,>lcl|CP031558.1_cds_AYJ08999.1_1352,369,0.43
1352,>lcl|CP031558.1_cds_AYJ09000.1_1353,282,0.43
1353,>lcl|CP031558.1_cds_AYJ09001.1_1354,831,0.43
1354,>lcl|CP031558.1_cds_AYJ09002.1_1355,282,0.43
1355,>lcl|CP031558.1_cds_AYJ09003.1_1356,648,0.43
1356,>lcl|CP031558.1_cds_AYJ09004.1_1357,576,0.43
1357,>lcl|CP031558.1_cds_AYJ09005.1_1358,315,0.43
1358,>lcl|CP031558.1_cds_AYJ09006.1_1359,1098,0.43
1359,>lcl|CP031558.1_cds_AYJ09007.1_1360,576,0.43
1360,>lcl|CP031558.1_cds_AYJ09008.1_1361,645,0.43
1361,>lcl|CP031558.1_cds_AYJ09198.1_1362,252,0.43
1362,>lcl|CP031558.1_cds_AYJ09009.1_1363,1392,0.43
1363,>lcl|CP031558.1_cds_AYJ09010.1_1364,378,0.43
1364,>lcl|CP031558.1_cds_AYJ09011.1_1365,1239,0.43
1365,>lcl|CP031558.1_cds_AYJ09012.1_1366,1008,0.43
1366,>lcl|CP031558.1_cds_AYJ09013.1_1367,3114,0.43
1367,>lcl|CP031558.1_cds_AYJ09014.1_1368,348,0.43
1368,>lcl|CP031558.1_cds_AYJ09015.1_1369,687,0.43
1369,>lcl|CP031558.1_cds_AYJ09016.1_1370,1110,0.43
1370,>lcl|CP031558.1_cds_AYJ09017.1_1371,1131,0.43
1371,>lcl|CP031558.1_cds_AYJ09018.1_1372,1029,0.43
1372,>lcl|CP031558.1_cds_AYJ09019.1_1373,762,0.43
1373,>lcl|CP031558.1_cds_AYJ09020.1_1374,525,0.43
1374,>lcl|CP031558.1_cds_AYJ09021.1_1375,447,0.43
1375,>lcl|CP031558.1_cds_AYJ09199.1_1376,501,0.43
1376,>lcl|CP031558.1_cds_AYJ09022.1_1377,390,0.43
1377,>lcl|CP031558.1_cds_AYJ09023.1_1378,876,0.43
1378,>lcl|CP031558.1_cds_1379,108,0.43
1379,>lcl|CP031558.1_cds_AYJ09024.1_1380,993,0.43
1380,>lcl|CP031558.1_cds_AYJ09025.1_1381,2310,0.43
1381,>lcl|CP031558.1_cds_AYJ09026.1_1382,999,0.43
1382,>lcl|CP031558.1_cds_1383,932,0.43
1383,>lcl|CP031558.1_cds_AYJ09027.1_1384,1146,0.43
1384,>lcl|CP031558.1_cds_AYJ09028.1_1385,1419,0.43
1385,>lcl|CP031558.1_cds_AYJ09029.1_1386,1137,0.43
1386,>lcl|CP031558.1_cds_AYJ09030.1_1387,963,0.43
1387,>lcl|CP031558.1_cds_AYJ09031.1_1388,744,0.43
1388,>lcl|CP031558.1_cds_AYJ09032.1_1389,126,0.43
1389,>lcl|CP031558.1_cds_AYJ09033.1_1390,1056,0.43
1390,>lcl|CP031558.1_cds_AYJ09034.1_1391,1005,0.43
1391,>lcl|CP031558.1_cds_AYJ09035.1_1392,303,0.43
1392,>lcl|CP031558.1_cds_AYJ09036.1_1393,354,0.43
1393,>lcl|CP031558.1_cds_AYJ09037.1_1394,2220,0.43
1394,>lcl|CP031558.1_cds_AYJ09038.1_1395,276,0.43
1395,>lcl|CP031558.1_cds_AYJ09039.1_1396,414,0.44
1396,>lcl|CP031558.1_cds_AYJ09040.1_1397,1785,0.44
1397,>lcl|CP031558.1_cds_AYJ09041.1_1398,657,0.44
1398,>lcl|CP031558.1_cds_AYJ09042.1_1399,534,0.44
1399,>lcl|CP031558.1_cds_AYJ09043.1_1400,1278,0.44
1400,>lcl|CP031558.1_cds_AYJ09044.1_1401,1281,0.44
1401,>lcl|CP031558.1_cds_AYJ09045.1_1402,141,0.44
1402,>lcl|CP031558.1_cds_1403,441,0.44
1403,>lcl|CP031558.1_cds_AYJ09046.1_1404,1932,0.44
1404,>lcl|CP031558.1_cds_AYJ09047.1_1405,2511,0.44
1405,>lcl|CP031558.1_cds_AYJ09200.1_1406,120,0.44
1406,>lcl|CP031558.1_cds_AYJ09048.1_1407,849,0.44
1407,>lcl|CP031558.1_cds_AYJ09049.1_1408,879,0.44
1408,>lcl|CP031558.1_cds_AYJ09201.1_1409,372,0.44
1409,>lcl|CP031558.1_cds_1410,226,0.44
1410,>lcl|CP031558.1_cds_AYJ09050.1_1411,441,0.44
1411,>lcl|CP031558.1_cds_AYJ09051.1_1412,1839,0.44
1412,>lcl|CP031558.1_cds_AYJ09052.1_1413,921,0.44
1413,>lcl|CP031558.1_cds_AYJ09053.1_1414,441,0.44
1414,>lcl|CP031558.1_cds_AYJ09054.1_1415,342,0.44
1415,>lcl|CP031558.1_cds_AYJ09055.1_1416,894,0.44
1416,>lcl|CP031558.1_cds_AYJ09056.1_1417,1104,0.44
1417,>lcl|CP031558.1_cds_1418,827,0.44
1418,>lcl|CP031558.1_cds_AYJ09057.1_1419,852,0.44
1419,>lcl|CP031558.1_cds_AYJ09058.1_1420,780,0.44
1420,>lcl|CP031558.1_cds_AYJ09059.1_1421,267,0.44
1421,>lcl|CP031558.1_cds_AYJ09060.1_1422,1305,0.44
1422,>lcl|CP031558.1_cds_AYJ09061.1_1423,915,0.44
1423,>lcl|CP031558.1_cds_AYJ09062.1_1424,2763,0.44
1424,>lcl|CP031558.1_cds_AYJ09063.1_1425,258,0.44
1425,>lcl|CP031558.1_cds_AYJ09064.1_1426,621,0.44
1426,>lcl|CP031558.1_cds_AYJ09065.1_1427,258,0.44
1427,>lcl|CP031558.1_cds_AYJ09066.1_1428,1074,0.44
1428,>lcl|CP031558.1_cds_AYJ09067.1_1429,990,0.44
1429,>lcl|CP031558.1_cds_AYJ09068.1_1430,2085,0.44
1430,>lcl|CP031558.1_cds_AYJ09069.1_1431,816,0.44
1431,>lcl|CP031558.1_cds_AYJ09070.1_1432,183,0.44
1432,>lcl|CP031558.1_cds_1433,2360,0.44
1433,>lcl|CP031558.1_cds_AYJ09071.1_1434,882,0.44
1434,>lcl|CP031558.1_cds_AYJ09072.1_1435,879,0.44
1435,>lcl|CP031558.1_cds_AYJ09073.1_1436,249,0.44
1436,>lcl|CP031558.1_cds_AYJ09074.1_1437,732,0.44
1437,>lcl|CP031558.1_cds_AYJ09075.1_1438,495,0.44
1438,>lcl|CP031558.1_cds_AYJ09076.1_1439,453,0.44
1439,>lcl|CP031558.1_cds_1440,321,0.44
1440,>lcl|CP031558.1_cds_AYJ09202.1_1441,780,0.44
1441,>lcl|CP031558.1_cds_AYJ09077.1_1442,492,0.44
1442,>lcl|CP031558.1_cds_AYJ09078.1_1443,231,0.44
1443,>lcl|CP031558.1_cds_AYJ09079.1_1444,807,0.44
1444,>lcl|CP031558.1_cds_AYJ09080.1_1445,459,0.44
1445,>lcl|CP031558.1_cds_AYJ09081.1_1446,453,0.44
1446,>lcl|CP031558.1_cds_AYJ09082.1_1447,402,0.44
1447,>lcl|CP031558.1_cds_AYJ09083.1_1448,135,0.44
1448,>lcl|CP031558.1_cds_AYJ09084.1_1449,486,0.44
1449,>lcl|CP031558.1_cds_AYJ09085.1_1450,357,0.44
1450,>lcl|CP031558.1_cds_AYJ09086.1_1451,1641,0.44
1451,>lcl|CP031558.1_cds_AYJ09087.1_1452,795,0.44
1452,>lcl|CP031558.1_cds_AYJ09088.1_1453,1386,0.44
1453,>lcl|CP031558.1_cds_AYJ09089.1_1454,2235,0.44
1454,>lcl|CP031558.1_cds_AYJ09090.1_1455,132,0.44
1455,>lcl|CP031558.1_cds_AYJ09091.1_1456,213,0.44
1456,>lcl|CP031558.1_cds_AYJ09092.1_1457,912,0.45
1457,>lcl|CP031558.1_cds_AYJ09093.1_1458,342,0.45
1458,>lcl|CP031558.1_cds_AYJ09094.1_1459,528,0.45
1459,>lcl|CP031558.1_cds_AYJ09095.1_1460,633,0.45
1460,>lcl|CP031558.1_cds_AYJ09096.1_1461,315,0.45
1461,>lcl|CP031558.1_cds_AYJ09097.1_1462,789,0.45
1462,>lcl|CP031558.1_cds_AYJ09098.1_1463,3636,0.45
1463,>lcl|CP031558.1_cds_AYJ09099.1_1464,1053,0.45
1464,>lcl|CP031558.1_cds_AYJ09203.1_1465,519,0.45
1465,>lcl|CP031558.1_cds_1466,674,0.45
1466,>lcl|CP031558.1_cds_AYJ09100.1_1467,816,0.45
1467,>lcl|CP031558.1_cds_AYJ09204.1_1468,786,0.45
1468,>lcl|CP031558.1_cds_AYJ09101.1_1469,1134,0.45
1469,>lcl|CP031558.1_cds_AYJ09102.1_1470,696,0.45
1470,>lcl|CP031558.1_cds_AYJ09103.1_1471,1023,0.45
1471,>lcl|CP031558.1_cds_AYJ09104.1_1472,747,0.45
1472,>lcl|CP031558.1_cds_AYJ09105.1_1473,2682,0.45
1473,>lcl|CP031558.1_cds_AYJ09106.1_1474,1209,0.45
1474,>lcl|CP031558.1_cds_AYJ09107.1_1475,2037,0.45
1475,>lcl|CP031558.1_cds_AYJ09108.1_1476,576,0.45
1476,>lcl|CP031558.1_cds_AYJ09109.1_1477,576,0.45
1477,>lcl|CP031558.1_cds_AYJ09110.1_1478,474,0.45
1478,>lcl|CP031558.1_cds_AYJ09111.1_1479,564,0.45
1479,>lcl|CP031558.1_cds_AYJ09112.1_1480,657,0.45
1480,>lcl|CP031558.1_cds_1481,2047,0.45
1481,>lcl|CP031558.1_cds_AYJ09113.1_1482,2535,0.45
1482,>lcl|CP031558.1_cds_AYJ09114.1_1483,1248,0.45
1483,>lcl|CP031558.1_cds_AYJ09115.1_1484,798,0.45
1484,>lcl|CP031558.1_cds_AYJ09116.1_1485,261,0.45
1485,>lcl|CP031558.1_cds_AYJ09117.1_1486,741,0.45
1486,>lcl|CP031558.1_cds_AYJ09118.1_1487,447,0.45
1487,>lcl|CP031558.1_cds_AYJ09119.1_1488,573,0.45
1488,>lcl|CP031558.1_cds_AYJ09120.1_1489,1131,0.45
1489,>lcl|CP031558.1_cds_AYJ09121.1_1490,1098,0.45
1490,>lcl|CP031558.1_cds_AYJ09122.1_1491,990,0.45
1491,>lcl|CP031558.1_cds_1492,1531,0.46
1492,>lcl|CP031558.1_cds_AYJ09123.1_1493,1350,0.46
1493,>lcl|CP031558.1_cds_AYJ09124.1_1494,1602,0.46
1494,>lcl|CP031558.1_cds_AYJ09125.1_1495,270,0.46
1495,>lcl|CP031558.1_cds_AYJ09126.1_1496,612,0.46
1496,>lcl|CP031558.1_cds_AYJ09127.1_1497,1344,0.46
1497,>lcl|CP031558.1_cds_AYJ09128.1_1498,951,0.46
1498,>lcl|CP031558.1_cds_AYJ09129.1_1499,537,0.46
1499,>lcl|CP031558.1_cds_AYJ09130.1_1500,561,0.46
1500,>lcl|CP031558.1_cds_AYJ09131.1_1501,1068,0.46
1501,>lcl|CP031558.1_cds_1502,826,0.46
1502,>lcl|CP031558.1_cds_AYJ09132.1_1503,1167,0.46
1503,>lcl|CP031558.1_cds_AYJ09133.1_1504,438,0.46
1504,>lcl|CP031558.1_cds_AYJ09134.1_1505,2367,0.46
1505,>lcl|CP031558.1_cds_AYJ09135.1_1506,717,0.46
1506,>lcl|CP031558.1_cds_AYJ09136.1_1507,1035,0.46
1507,>lcl|CP031558.1_cds_AYJ09137.1_1508,1227,0.46
1508,>lcl|CP031558.1_cds_AYJ09138.1_1509,1200,0.46
1509,>lcl|CP031558.1_cds_AYJ09139.1_1510,1377,0.46
1510,>lcl|CP031558.1_cds_AYJ09140.1_1511,789,0.46
1511,>lcl|CP031558.1_cds_AYJ09141.1_1512,354,0.46
1512,>lcl|CP031558.1_cds_AYJ09142.1_1513,327,0.46
1513,>lcl|CP031558.1_cds_AYJ09205.1_1514,2640,0.46
1514,>lcl|CP031558.1_cds_AYJ09143.1_1515,1161,0.46
1515,>lcl|CP031558.1_cds_AYJ09144.1_1516,1188,0.46
1516,>lcl|CP031559.1_cds_AYJ09206.1_1517,1983,0.46
1517,>lcl|CP031559.1_cds_AYJ09207.1_1518,342,0.47
1518,>lcl|CP031559.1_cds_AYJ09208.1_1519,282,0.47
1519,>lcl|CP031559.1_cds_AYJ09209.1_1520,270,0.47
1520,>lcl|CP031559.1_cds_AYJ09210.1_1521,1620,0.47
1521,>lcl|CP031559.1_cds_AYJ09211.1_1522,720,0.48
1522,>lcl|CP031559.1_cds_AYJ09212.1_1523,1164,0.49
1523,>lcl|CP031559.1_cds_AYJ09213.1_1524,1053,0.5
